# 源音频：P09-生理学本科教学及考研基础课 p09 肌细胞的收缩1.m4a
# 时长：6571s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:08] 好,同学们,咱们接下来拿一个整段的时间来学一学细胞这一章第四节,肌细胞的收缩。
[01:42:41] 因为心泵
[01:42:42] 不能通过钙
[01:42:43] 转为收缩
[01:42:45] 膜外没有钙内流
[01:42:46] 就不能激发膜内钙释放
[01:42:48] CICR给打断了
[01:42:51] 所以最后
[01:42:51] 我们在学这一章的时候
[01:42:53] 还没学药理
[01:42:54] 还没学内科学
[01:42:55] 很粗浅的听到个结论
[01:42:57] 因为骨骼
[01:42:58] 具有完整的三列管
[01:43:00] 通过拔丝
[01:43:00] 三列管释放钙
[01:43:02] 肌肉就能收缩
[01:43:03] 心肌的机制网不发达
[01:43:05] 只有所谓的二列管
[01:43:06] 所以心肌想收缩
[01:43:07] 必须保证膜外的有钙
[01:43:09] 钙太多
[01:43:10] 钙浆
[01:43:11] 钙太少
[01:43:11] 舒张
[01:43:12] 心脏收缩
[01:43:13] 脱欧联
[01:43:15] 因此这个心脏收缩
[01:43:18] 欧联过程呀
[01:43:19] 不光是一个
[01:43:20] 横管兴奋
[01:43:21] 钙的释放
[01:43:23] 还有一个叫钙的重摄取
[01:43:25] 那么释放出来钙干嘛去了
[01:43:27] 第三条读一下
[01:43:28] 胞胎内部的钙动作增高以后
[01:43:30] 促使着
[01:43:31] 停C
[01:43:32] 咱们说
[01:43:33] 这个钙被有
[01:43:34] CPI
[01:43:35] 三个氧单位
[01:43:36] 停C
[01:43:37] 这个钙的结合
[01:43:38] 这个氧单位
[01:43:39] 和钙结合之后
[01:43:40] 拉动圆筋银
[01:43:41] 像刚才动态图一样
[01:43:43] 暴露出人
[01:43:43] 粗细一次结合位点
[01:43:45] 肌肉开始发生滑行
[01:43:47] 收缩的
[01:43:47] 收缩完之后
[01:43:48] 钙就没有用了
[01:43:49] 那么胞质内的钙内的浓度升高
[01:43:51] 同时就激活了
[01:43:53] LSR
[01:43:53] 钙级制网
[01:43:54] 摸上了钙泵
[01:43:55] 就把胞质里边的钙
[01:43:57] 回收到机制网去了
[01:43:58] 所以这个地方
[01:43:59] 小赛有时候会写
[01:44:00] 有时候就在
[01:44:02] 设想一下
[01:44:03] 骨骼肌细胞内部的钙
[01:44:04] 都是从
[01:44:06] 三联管二网二释放的
[01:44:08] 心肌刚才说了
[01:44:09] 是不是得膜外切近那点钙
[01:44:11] 在肌房膜内盖释放
[01:44:12] 所以心肌将来有个麻烦
[01:44:13] 是麻烦
[01:44:14] 心脏收缩完之后
[01:44:16] 胞质里边的钙粒子
[01:44:18] 80%到85%
[01:44:19] 通过钙泵
[01:44:20] 泵回二联管去
[01:44:21] LSR
[01:44:22] 但含有10到15
[01:44:24] 必须泵到细胞膜外
[01:44:26] 而心脏通过钙泵
[01:44:28] 往膜外泵那么多钙
[01:44:29] 它能量不够
[01:44:30] 所以到了胸怀
[01:44:31] 咱们加一个东西
[01:44:33] 钙泵不够
[01:44:34] 那该交换
[01:44:35] 来凑
[01:44:36] 心肌的变身
[01:44:39] 绝对是个复杂的大故事
[01:44:41] 这一节如果只留下遗憾
[01:44:44] 你先放下来
[01:44:45] 你很简单听一下
[01:44:46] 心肌和骨骼肌
[01:44:47] 两种不同机器
[01:44:48] 我尽管都是横尾肌
[01:44:49] 但它的性和收缩
[01:44:51] 偶连过程不一样
[01:44:53] 骨骼肌是变构效
[01:44:54] 也叫八三
[01:44:55] 就是咱们拿一瓶红酒
[01:44:58] 把软木丝拔掉
[01:44:59] 嘟嘟嘟倒掉去
[01:45:00] 来干杯
[01:45:00] Cheers
[01:45:01] 干杯
[01:45:02] 心肌不行
[01:45:03] 心肌必须有膜外的钙线进来
[01:45:05] 击发膜的二列管释放钙
[01:45:07] 出一级色化型
[01:45:08] 钙在一走
[01:45:09] 所以心肌条件高
[01:45:11] 必须依靠膜外有钙的环境
[01:45:14] 换句话说
[01:45:15] 我要给一个患者
[01:45:17] 压力学校专门学
[01:45:17] 吃一个钙通道的拮抗剂
[01:45:20] CCB钙通道拮抗剂
[01:45:23] Calcium Channel Block
[01:45:25] 钙通道拮抗剂
[01:45:26] 吃上以后
[01:45:27] CCB
[01:45:28] 消本地瓶
[01:45:29] 降压药
[01:45:30] 这个膜外钙就没留少了
[01:45:32] 膜外钙就没留少了
[01:45:32] 膜外钙要进来少的话
[01:45:34] 膜内心肌的二列管
[01:45:35] 释放的钙就会少一点
[01:45:37] 少了
[01:45:38] 击似化型的数量就少了
[01:45:40] 肌肉收缩
[01:45:41] 就变弱了
[01:45:42] 达到一个降压的目的
[01:45:45] CCB是临床时间上
[01:45:47] 用的最多的一类
[01:45:49] 很便宜
[01:45:50] 效果又很好的
[01:45:51] 降压药
[01:45:52] 如果这一节课这儿听的有困难
[01:45:55] 你别着急
[01:45:55] 你把这课放下
[01:45:56] 听完胸怀系统以后再返回来
[01:45:59] 一定注意
[01:46:00] 心肌和骨骼肌
[01:46:01] 这两个细胞呀
[01:46:02] 心肌和骨骼肌
[01:46:02] 心风和收缩的偶连过程
[01:46:04] 不一样
[01:46:05] 假如这个学期的末
[01:46:07] 期末
[01:46:07] 咱们考试还没有掌握下来
[01:46:09] 记着
[01:46:09] 到药理学重新掌握
[01:46:11] 还没掌握下来也没事
[01:46:12] 内科学再掌握
[01:46:13] 但是到你大学毕业之前
[01:46:15] 这个内容你必须掌握下来
[01:46:17] 我再说一次结论
[01:46:18] 你听啊
[01:46:19] 心肌在高盖或无盖的情况下
[01:46:23] 都会停跳
[01:46:24] 高盖
[01:46:25] 停波与收缩期
[01:46:27] 心脏变得很硬
[01:46:28] 收缩成一团了
[01:46:29] 叫盖浆
[01:46:30] 也叫石头心
[01:46:31] 那么无盖的时候
[01:46:32] 心脏舒张以后
[01:46:34] 因为没有膜外盖内流
[01:46:35] 膜内的积脂网不释放盖
[01:46:37] 就没人触动
[01:46:38] 即使滑行
[01:46:39] 高盖停波在收缩期
[01:46:42] 低盖停波在舒张期
[01:46:45] 没有盖内流
[01:46:46] 心脏舒张不能收缩
[01:46:47] 这个专业术叫做兴奋
[01:46:49] 收缩的脱偶连
[01:46:52] 至少听过这个故事
[01:46:56] 至少
[01:46:57] 所以就像刚才说的
[01:47:02] 包子中的盖浓度怎么升高的
[01:47:05] 骨骼肌是通过
[01:47:06] 找在横管膜上
[01:47:08] L盖通道
[01:47:09] 对RYR产生一个所谓的变购
[01:47:12] 心脂则需要膜外盖内流进来以后
[01:47:16] 去触发
[01:47:17] 去极化
[01:47:18] 去诱导
[01:47:19] 膜内二类膏盖的释放
[01:47:20] 因为叫
[01:47:21] Calcium Induced Calcium Release
[01:47:23] CICR
[01:47:26] 这个小问题
[01:47:28] 刚才我都讲过了
[01:47:28] 就先不啰嗦了
[01:47:31] 这有个很好的示意图
[01:47:33] 左侧这个示意图
[01:47:35] 就是心脂细胞盖的释放原因
[01:47:37] 心脂细胞怎么欧连的
[01:47:38] 收缩的脱光盖的释放原因
[01:47:38] 这个小问题
[01:47:39] 首先是从肌细胞膜上内流的盖
[01:47:41] 这个盖就和这个二联管上面
[01:47:42] 这个RYR结合
[01:47:44] 结合之后通道打开
[01:47:45] 所以显然这个通道需要结合盖才打开
[01:47:48] 我们说心肌细胞
[01:47:50] GSR中池上面
[01:47:53] 这个盖通道RYR
[01:47:55] 叫什么叫盖敏感的盖通道
[01:47:57] 化学盟控的
[01:47:59] 骨骼肌细胞不需要
[01:48:00] 它一完成三联管
[01:48:01] 只要横管兴奋的时候
[01:48:03] 把这个横管膜上面的改通道
[01:48:05] 啪完一啪就像拔护臼皮的
[01:48:08] 红臼的
[01:48:08] 红臼的
[01:48:09] 就像那个RAM42一拔
[01:48:11] 通道就打开了
[01:48:12] 所以认真体会一下
[01:48:14] 骨骼肌细胞要想从中池释放盖
[01:48:19] 那么这个RYR是机械门控的
[01:48:22] 拔开就完了
[01:48:24] 心肌细胞要从GSR里释放盖出来
[01:48:27] 那么这个通道是化学门控的
[01:48:30] 需要膜外盖进来之后触发通道开放
[01:48:35] 你发现了这一节里边
[01:48:37] 咱们讲盖的一次就讲了十来八次了
[01:48:39] 有点晕
[01:48:40] 这我讲的应该是比较细致和清晰
[01:48:43] 这一旦要听不懂
[01:48:44] 同学们谨慎介意
[01:48:46] 反过来从头再听两遍
[01:48:48] 这是咱们这门学科里边极难的知识
[01:48:51] 但你不能疏忽
[01:48:53] 为什么要理学你要用
[01:48:54] 魅克学上说
[01:48:56] 这盖通道稳
[01:48:57] 拮抗剂在这阻断一下
[01:48:59] 盖不内流就不能激发膜内盖释放
[01:49:01] 真正引发心肌细胞激死化性的
[01:49:04] 其实不是外面这个盖
[01:49:06] 是里边这个盖
[01:49:07] 对了盖诱导
[01:49:09] 盖诱导
[01:49:10] 是外室放
[01:49:11] 至少你听过
[01:49:13] 你背一个结论
[01:49:14] 心脏在盖太多或盖太少的时候
[01:49:17] 都不能收缩
[01:49:18] 刚才讲了很多了啊
[01:49:20] 先讲到这
