# 源音频：P02-生理学本科教学及考研基础课 p02 细胞1.m4a
# 时长：6441s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好同学们,咱们接下来看生理学的本科教学这一块的内容,第二章,细胞的基本功能。
[01:42:54] 五楼
[01:42:54] 把这个五楼窗户上
[01:42:56] 挂个小花轮
[01:42:57] 中学咱们学过花轮
[01:42:58] 和个小轮
[01:43:02] 买俩筐子
[01:43:03] 一个筐子
[01:43:05] 拴在五楼窗户
[01:43:06] 一个筐子
[01:43:07] 通过绳吊着
[01:43:08] 放到一楼
[01:43:08] 坐好
[01:43:09] 女同学
[01:43:10] 一楼筐子坐好
[01:43:11] 男同学
[01:43:12] 不背你了
[01:43:12] 背点水泥
[01:43:13] 说老师讨厌
[01:43:15] 人有一袋水泥重的
[01:43:16] 背两袋水泥
[01:43:16] 背两袋
[01:43:18] 背上去
[01:43:19] 背到五楼
[01:43:19] 坐好了没有
[01:43:20] 一楼坐好坐好了
[01:43:21] 他把水泥往五楼的筐子里扔
[01:43:23] 通过重力
[01:43:25] 施能
[01:43:26] 筐子砸着水泥
[01:43:27] 下去
[01:43:28] 女同学跟着筐子
[01:43:29] 就起来了
[01:43:30] 水泥落下去
[01:43:31] 消耗
[01:43:32] 水泥的重力施能
[01:43:34] 转化成女同学上楼的
[01:43:35] 动力
[01:43:36] 水泥把你拖上来的
[01:43:41] 你感谢的是水泥吗
[01:43:42] 水泥张腿了呀
[01:43:43] 水泥是男生班长
[01:43:45] 吃了两碗头
[01:43:46] 出一身臭汗
[01:43:47] 把水泥背到五楼的
[01:43:49] 班长通过消耗ATP
[01:43:51] 那甲奔
[01:43:52] 先产生水泥的重力施能
[01:43:55] 然后利用重力
[01:43:56] 自由落体的方式
[01:43:58] 水泥当掉下去
[01:43:59] 女同学坐着筐子
[01:44:00] 垮草上来
[01:44:01] 女同学上楼
[01:44:02] 就属于
[01:44:03] 激发性的
[01:44:04] 主动转运
[01:44:06] 一旦水泥上楼
[01:44:09] 就是直接
[01:44:10] 难度解消ATP
[01:44:11] 就是原发性
[01:44:13] 主动转运
[01:44:13] 难听懂不
[01:44:15] 试着听下来啊
[01:44:17] 糖尿泥弄的速度转运
[01:44:18] 它有没有奔
[01:44:19] 怎么办
[01:44:20] 利用别人消耗能量
[01:44:21] 产生了施能以后
[01:44:22] 把它拖上
[01:44:24] 嗯
[01:44:24] 所以这话的实际图
[01:44:26] 非常清楚
[01:44:26] 在人体
[01:44:27] 特别重要一个内容
[01:44:29] 不管是在盛小果上批
[01:44:31] 还是在小肠粘膜上批的
[01:44:33] 糖不化剂酸
[01:44:35] 都这样吸收的
[01:44:36] 首先是细胞在这个
[01:44:38] 细胞底侧里边
[01:44:40] 长个钠甲崩
[01:44:40] 钠甲崩卡崩
[01:44:42] 你看这画实际图
[01:44:43] 把钠崩出去甲崩回来
[01:44:44] 那么钠甲崩越给你做
[01:44:46] 细胞内部呀
[01:44:47] 钠能度越低
[01:44:48] 甲高了
[01:44:49] 斜个子不要了
[01:44:50] 就算钠
[01:44:50] 钠低了以后
[01:44:51] 在这一片
[01:44:52] 膜外钠就是那么多
[01:44:54] 膜内钠通过钠甲崩崩走了
[01:44:56] 越崩
[01:44:57] 细胞们那边
[01:44:58] 钠的自能度差越大
[01:44:59] 钠就利用能度差
[01:45:01] 划往里边流
[01:45:02] 说能度是多半
[01:45:02] 流的时候
[01:45:03] 这个结构
[01:45:04] 没有结构你进不去
[01:45:06] 膜是脂溶性的
[01:45:07] 钠是水溶性
[01:45:08] 进不去
[01:45:09] 利用一个什么结构
[01:45:10] 这个地方叫
[01:45:10] 钠
[01:45:11] 钠
[01:45:12] 铜箱转运
[01:45:13] 就像一个人开了个车
[01:45:14] 能坐两个人跑车
[01:45:16] 鞋也写着
[01:45:17] 哥们坐跑车
[01:45:18] 咱车鞋也写着
[01:45:19] 他花钱买了车
[01:45:20] 架上油
[01:45:21] 还辛苦开着车
[01:45:22] 我往车上一走
[01:45:23] 敲倒了
[01:45:23] 拿出个烟
[01:45:24] 骂了人
[01:45:24] 我就是技法出风改运
[01:45:27] 它是原发的
[01:45:28] 所以
[01:45:29] 先利用钠甲泵
[01:45:30] 蹦出细胞膜顶端膜
[01:45:32] 一个钠能度差
[01:45:33] 钠利用能度差内流的时候
[01:45:35] 捎带着在结合位点的旁边
[01:45:38] 开一个钢的结合位点
[01:45:40] 把钢就捎带进来了
[01:45:42] 那么就把这种钢的利用转运
[01:45:45] 我们就叫做
[01:45:46] 技法性主动转运
[01:45:48] 这个转运方式
[01:45:49] 在人体在医学上特别重要
[01:45:51] 在这要背的不是
[01:45:53] 技法转运概念
[01:45:54] 概念比较简单
[01:45:55] 你同学上楼的故事吧
[01:45:56] 男同学背水
[01:45:57] 你帮你同学上楼的故事
[01:45:59] 下雨天也不怕臭
[01:46:00] 嗯
[01:46:00] 嗯
[01:47:02] 那就是我们的跨导的跨模转运了
[01:47:03] 在物质转运这还有一小块
[01:47:05] 就是有关大分子物质
[01:47:07] 所谓的模炮引数
[01:47:08] 也叫做除包和乳包
[01:47:10] 咱们接下来往下看
[01:47:12] 嗯
